the fighting highlights how easily trouble in syria can raise tensions in neighboring lebanon, with which it shares a complex web of political and sectarian ties and rivalries.	sectarian	religious	partisan	tribal	separatist	schismatic	sexist	ethnic	exclusive	cultish	conservative
#36-14 a suggestion had been the addition of a canopy over the car's cockpit.	canopy	cover	covering	roof	overhang	awning	shelter	drapery	dome	tent	sheet
#39-22 hyza says they will "actively cooperate with slovak police", and "express [their] sincere condolences to the bereaved families.	condolences	sympathy	sympathies	thoughts	regrets	sorrow	feelings	empathy	support	prayers	comfort
a man and a woman questioned on suspicion of assisting an offender have been released.	offender	criminal	perpetrator	intruder	violator	culprit	attacker	offenders	troublemaker	suspect	victim
the attack began with a suicide car bomb near the gate of the privately guarded compound, which sits off jalalabad road — one of the main thoroughfares out of the city, interior ministry spokesman sediq sediqi said.	compound	building	site	place	house	facility	property	structure	estate	base	complex
obama earlier dropped from night skies into kabul on a brief visit amid secrecy and tight security and signed a deal with president hamid karzai, cementing 10 years of u.s. aid for afghanistan after nato combat troops leave in 2014.	cementing	securing	gluing	sealing	bonding	fixing	binding	strengthening	setting	tying	establishing
many syrians accuse assad of exploiting that divide by unleashing alawite gunmen known as "shabiha" who operate as hired muscle for the regime.	unleashing	releasing	empowering	freeing	liberating	allowing	discharging	enabling	disarming	letting loose	launching
the statue was moved to the accademia gallery in florence in 1873 , and later replaced at the original location by a replica .	replica	copy	duplicate	clone	imitation	reproduction	model	similar	imitator	replication	likeness
#36-12 the contract had previously been for two races, but after acquiring sponsorship, the deal was increased by five events; earlier in august, wilson recorded a best finish of second at mid-ohio sports car course.	acquiring	obtaining	gaining	getting	buying	receiving	purchasing	finding	procuring	settling	winning
on the diplomatic front, european union foreign ministers meeting in brussels on monday  agreed fresh sanctions against syria, the 15th round so far to protest the relentless repression of dissidents by assad's regime.	repression	oppression	persecution	censorship	harassment	suppression	arrest	intimidation	detention	punishment	terror
moments later, the neighbor said, ms. thomas, 33, emerged from her house and called her children to come back home.	emerged	appeared	came out	came	broke out	surfaced	broke through	escaped	descended	rose	broke free
#35-24 both men say they were starved, suffocated, stripped naked, exposed to cold temperatures, beaten, threatened, and denied legal representation.	threatened	intimidated	scared	worried	threatening	bullied	pressured	troubled	afraid	warned	terrified
commander of the moesian troops , he obtained an important victory against the invading goths and was , for this reason , acclaimed emperor by his army .	acclaimed	acknowledged	praised	recognized	declared	honored	approved	accepted	endorsed	awarded	crowned
chinese officials, who refer to scarborough shoal as huangyan island, have in the past asserted chinese sovereignty over the area.	asserted	declared	stated	claimed	established	proved	said	affirmed	argued	proclaimed	demonstrated
#40-7 the national government has deployed several thousand paramilitary personnel to assist the state government.	deployed	sent	posted	placed	sent out	positioned	moved	assigned	put	shipped	transported
libertyville, illinois-based motorola mobility had said in a regulatory filing in february that only chinese clearance was still required.	clearance	approval	authorization	consent	permission	release	certification	acceptance	permit	authorisation	endorsement
putin, meanwhile, officially registered on wednesday to run for the presidency in march, but the unusually sustained protests of the past two days suggested his drive to retake the job he held from 2000-2008 may not go as smoothly as he had expected.	sustained	prolonged	persistent	long	continued	strong	continuous	intense	enduring	constant	extended
sunday's parliamentary vote suggested russians are tiring of putin and his united russia party, which has dominated all other political forces in the country for a dozen years and earned a reputation for corruption.	dominated	ruled	controlled	reigned	led	prevailed	overruled	overcame	conquered	held	governed
#36-15 the topic had been controversial: while some supported it for safety reasons, others opposed it because of history, possibly affecting the aerodynamics of the car, limiting one's peripheral vision and movement inside the car, and worry about escaping an upside-down or burning car.	controversial	disputable	debated	contentious	heated	unpopular	disagreeable	questionable	difficult	disputed	volatile
google on saturday said that chinese regulators approved its $12.5 billion deal to buy motorola mobility, clearing the path for the internet titan to complete the acquisition early next week.	acquisition	purchase	takeover	taking over	merger	buying	buyout	acquiring	deal	transaction	investment
president barack obama made a surprise visit on tuesday to afghanistan, where he will sign an agreement outlining the u.s.' role in the country as the decade-long war there winds down.	outlining	describing	defining	explaining	detailing	showing	laying out	stating	presenting	summarizing	illustrating
#26-15 västerås is in central sweden, approximately 115 km (70 miles) west from the capital stockholm.	approximately	roughly	about	proximately	around	nearly	roximately	near	generally	close to	almost
the text is an indication that it was premeditated, goodyear said.	indication	sign	hint	implication	evidence	suggestion	signal	impression	proof	warning	statement
their strongest emissions are in the infrared ( ir ) spectrum , and ground-based ir detectors were too imprecise at that time to readily identify any brown dwarfs .	emissions	signals	emission	radiation	noise	sounds	effects	releases	radiations	output	gases
#21-15 eventually, f1 mandated the use of the "virtual safety car", which requires drivers to enter the pit lane at slower speeds instead of proceeding around the track.	mandated	required	ordered	forced	directed	commanded	imposed	obliged	demanded	dictated	prescribed
#6-3 artist's rendition of manning as she views herself.	rendition	representation	portrayal	interpretation	rendering	presentation	recreation	illustration	impression	description	imitation
tensions stemming from the 14-month-old uprising against president bashar assad also touched off clashes across the border in lebanon as the revolt threatened to morph into a broader conflict.	morph	change	develop	transform	evolve	grow	turn	form	alter	take shape	become
#42-22 after a while i needed to start thinking about an internship for my m.sc.	internship	work experience	job	work	experience	apprenticeship	employment	placement	position	assignment	training
her 21-year-old sister remains critically ill in hospital.	critically	seriously	severely	gravely	dangerously	very	critical	serious	terribly	fatally	vitally
even after the u.s. combat mission is concluded in 2014, it is likely that thousands of u.s. troops will remain for some years to conduct counterterrorism strikes and otherwise train and advise afghan forces, and help the afghans collect and exploit intelligence on insurgents and other military targets.	insurgents	rebels	terrorists	guerrillas	militants	attackers	rioters	thugs	agitators	extremists	fighters
#6-16 manning is among more than 1,500 individuals whom president obama has granted clemency during his tenure.	clemency	mercy	pardon	forgiveness	leniency	repentance	release	indulgence	consolation	absolution	grace
the state will have to raise money on debt markets for the loans to the banks, which will be made through an instrument known as contingent convertibles, or cocos, which carry the risk that the state ends up with ownership of still-troubled banks.	instrument	thing	item	contract	agreement	arrangement	product	device	obligation	document	deal
as we emerge from a decade of conflict abroad and economic crisis at home, it's time to renew america, obama said, speaking against a backdrop of armored vehicles and a u.s. flag.	emerge	appear	rise	arise	come	come out	break through	develop	begin	start	become
the eu ministers agreed to an assets freeze and visa ban on two firms and three people believed to provide funding for the regime, according to the office of eu foreign policy chief catherine ashton.	regime	government	order	system	rule	authority	administration	plan	policy	organization	leadership
the original intention was to provide a home for their opera company , the english opera group , but the vision was soon widened to include readings of poetry , literature , drama , lectures and exhibitions of art .	exhibitions	displays	shows	presentations	exhibits	demonstrations	showings	display	showcases	events	performances
#30-15 all opinion polls indicate that the spanish society is not at all preoccupied by security but by the economic situation and political corruption.	preoccupied	occupied	worried	concerned	distracted	busy	focused	anxious	troubled	interested	consumed
the acquisition is the largest wireless-equipment deal in at least a decade, according to data compiled by bloomberg.	compiled	gathered	assembled	collected	arranged	calculated	produced	prepared	organized	accumulated	put together
mature kauri trees have characteristically large trunks , forming a bole with little or no branching below the crown .	bole	branch	trunk	limb	ring	leaf	crown	stem	stalk	bulb	root
#8-8 i want to continue playing at the highest level and win as many trophies as possible.	trophies	awards	medals	prizes	honors	accolades	titles	crowns	rewards	achievements	certificates
#34-8 "commanders of the korean people's army were hastily dispatched to the front-line troops to command military operations to destroy psychological warfare tools if the enemy does not stop the propaganda broadcast within 48 hours and prepare against the enemy's possible counteractions," added kcna.	counteractions	retaliation	countermeasures	responses	retaliations	reactions	reaction	response	actions	counterattacks	defenses
mr del rosario said that despite the impasse, "we resolved to seek a diplomatic solution to the issue".	impasse	deadlock	standoff	blockade	stoppage	standstill	implosion	disagreement	conflict	blockage	breakdown
#15-41 rex tillerson, proposed secretary of state for the trump administration, implied the troops would be staying put.	implied	suggested	assumed	said	hinted	imply	stated	meant	indicated	presumed	mentioned
but members of the opposition had urged syrians to boycott the elections, saying a vote for any of the candidates amounted to a vote for al-assad, whose family has ruled the country for 42 years.	boycott	avoid	reject	refuse	stop	block	not vote	ignore	denounce	deny	protest
fearing the prospect of facing other large armies and exhausted by years of campaigning , alexander 's army mutinied at the hyphasis river , refusing to march further east .	campaigning	fighting	marching	battling	traveling	combating	travelling	touring	battle	defending	advancing
alexander succeeded his father , philip ii of macedon , to the throne in 336 bc after philip was assassinated .	assassinated	killed	murdered	slain	shot	executed	gunned down	poisoned	decapitated	stabbed	attacked
#5-1 bomb kills at least 50 in gao, mali a vehicle packed with explosives was detonated this morning in gao, mali.	detonated	exploded	set off	ignited	blown up	destroyed	dropped	released	defused	activated	launched
#13-6 although the 51-48 vote was mostly along party lines, some republicans have expressed uncertainty about repealing obamacare before a replacement system is worked out.	repealing	removing	destroying	terminating	ending	tearing down	dismantling	erasing	reversing	eliminating	undoing
#26-4 according to police, the two fatalities do not have any obvious connection to the suspects, but did know each other.	obvious	clear	apparent	evident	known	visible	definite	plain	well-known	certain	simple
the assault raises fresh concern about the resilience of the insurgency on the anniversary of osama bin laden's death as nato winds down its combat presence in the next two years and hands over responsibility for security to afghan forces.	resilience	endurance	strength	durability	toughness	stamina	adaptability	ability	stability	resistance	persistence
the gradual accumulation of decayed plant material in a bog functions as a carbon sink .	accumulation	buildup	building up	growth	building	addition	increase	formation	gathering	collection	development
#26-12 according to the paper, the victims were not local residents, but did have a connection with västerås, where they were vacationing at the time of the attack, which a police spokesperson has called "an act of madness"((sv)).	vacationing	visiting	traveling	enjoying	relaxing	holidaying	escaping	travelling	resting	camping	staying
sunday's parliamentary vote suggested russians are tiring of mr putin and his united russia party and allegations of vote-rigging have fired up the opposition, which has long seen its protests crushed and its pleas ignored by the kremlin-dominated media.	allegations	accusations	claims	accusation	suspicions	charges	evidence	rumors	assertions	claim	reports
it said panatag shoal is an integral part of philippine territory, 124 nautical miles from the nearest base-point in zambales.	integral	essential	necessary	inseparable	indispensable	fundamental	vital	complete	important	central	whole
#26-4 according to police, the two fatalities do not have any obvious connection to the suspects, but did know each other.	fatalities	deaths	dead	victims	death	casualties	mortalities	murders	demises	injuries	deceased
kirill kudryavtsev / afp - getty images police officers surround russian opposition leader boris nemtsov, who was detained while taking part in an unauthorized rally at the triumfalnaya square in central moscow late on tuesday.	detained	held	arrested	confined	stopped	caught	seized	taken	locked up	captured	in custody
#30-19 "we would have preferred a different solution but they have the legal right to impose the fine,” portillo said, but the public posting of the photo impugned the officers' sense of honor.	impugned	questioned	challenged	undermined	attacked	denigrated	doubted	discredited	damaged	denied	criticized
